Height/width [cm];Load (UDL) [kN];Displ. [cm];Beam lenght [m]
92.54832;18.509664;0.437994;9.254832
64.986604;12.997321;0.217351;6.49866
82.996348;16.59927;0.352861;8.299635
66.442146;13.288429;0.227089;6.644215
53.628066;10.725613;0.14869;5.362807
58.020249;11.60405;0.173699;5.802025
94.621111;18.924222;0.457681;9.462111
60.969126;12.193825;0.19158;6.096913
64.203101;12.84062;0.212197;6.42031
62.603345;12.520669;0.201867;6.260334
67.172758;13.434552;0.232058;6.717276
79.108739;15.821748;0.320844;7.910874
96.984996;19.396999;0.480662;sep.85
79.974411;15.994882;0.327841;7.997441
79.115925;15.823185;0.320902;7.911592
85.743405;17.148681;0.376403;8.574341
55.651664;11.130333;0.159971;5.565166
93.17825;18.63565;0.443931;9.317825
56.692718;11.338544;0.165935;5.669272
81.940221;16.388044;0.344012;8.194022
77.793303;15.558661;0.310355;7.77933
74.064174;14.812835;0.281569;7.406417
77.023165;15.404633;0.304295;7.702316
66.889183;13.377837;0.230123;6.688918
62.831559;12.566312;0.203325;6.283156
65.086773;13.017355;0.218014;6.508677
78.895521;15.779104;0.319132;7.889552
53.694342;10.738868;0.149053;5.369434
84.627366;16.925473;0.366747;8.462737
82.914681;16.582936;0.352173;8.291468
99.835491;19.967098;0.509123;9.983549
85.513534;17.102707;0.374403;8.551353
50.801648;10.16033;0.133624;5.080165
53.801693;10.760339;0.149642;5.380169
59.995007;11.999001;0.185576;5.999501
79.420691;15.884138;0.323357;7.942069
98.582242;19.716448;0.496509;9.858224
87.437145;17.487429;0.391296;8.743714
96.362901;19.27258;0.47456;9.63629
93.872789;18.774558;0.450524;9.387279
89.38416;17.876832;0.408775;8.938416
67.55537;13.511074;0.234681;6.755537
85.430383;17.086077;0.373682;8.543038
78.132415;15.626483;0.313042;7.813241
60.027461;12.005492;0.185775;6.002746
70.95372;14.190744;0.258629;7.095372
67.267105;13.453421;0.232703;6.72671
74.149554;14.829911;0.282212;7.414955
58.343199;11.66864;0.175614;5.83432
64.645326;12.929065;0.215099;6.464533
97.4145;19.4829;0.484898;9.74145
76.490187;15.298037;0.300137;7.649019
55.186314;11.037263;0.15734;5.518631
59.98509;11.997018;0.185516;5.998509
79.892162;15.978432;0.327173;7.989216
68.484146;13.696829;0.241111;6.848415
87.963439;17.592688;0.395983;8.796344
66.107164;13.221433;0.224829;6.610716
53.610587;10.722117;0.148594;5.361059
88.541293;17.708259;0.401161;8.854129
79.124728;15.824946;0.320972;7.912473
90.926768;18.185354;0.422894;9.092677
76.34176;15.268352;0.298984;7.634176
81.28842;16.257684;0.338607;8.128842
62.767854;12.553571;0.202917;6.276785
81.659223;16.331845;0.341677;8.165922
78.307091;15.661418;0.314431;7.830709
93.183303;18.636661;0.443979;9.31833
69.979404;13.995881;0.251644;6.99794
99.695234;19.939047;0.507703;9.969523
87.161164;17.432233;0.38885;8.716116
68.214519;13.642904;0.239235;6.821452
96.815349;19.36307;0.478994;9.681535
62.81993;12.563986;0.20325;6.281993
92.556061;18.511212;0.438066;9.255606
60.237932;12.047586;0.187065;6.023793
88.633791;17.726758;0.401993;8.863379
98.89075;19.77815;0.499599;9.889075
56.861722;11.372344;0.166914;5.686172
91.877839;18.375568;0.431718;9.187784
97.819668;19.563934;0.488911;9.781967
54.745966;10.949193;0.154871;5.474597
95.351144;19.070229;0.464718;9.535114
69.982041;13.996408;0.251663;6.998204
85.500181;17.100036;0.374287;8.550018
73.345305;14.669061;0.27618;7.33453
80.32722;16.065444;0.330715;8.032722
90.816558;18.163312;0.421877;9.081656
73.909532;14.781906;0.280405;7.390953
91.510861;18.302172;0.428302;9.151086
91.457252;18.29145;0.427804;9.145725
82.475077;16.495015;0.348479;8.247508
83.826558;16.765312;0.359895;8.382656
57.821608;11.564322;0.172526;5.782161
64.748061;12.949612;0.215775;6.474806
98.457392;19.691478;0.495261;9.845739
91.213611;18.242722;0.425545;9.121361
54.141963;10.828393;0.151516;5.414196
65.364561;13.072912;0.219859;6.536456
78.368238;15.673648;0.314918;7.836824
92.646629;18.529326;0.438918;9.264663
74.083802;14.81676;0.281716;7.40838
54.17015;10.83403;0.151671;5.417015
58.647965;11.729593;0.177432;5.864796
77.484162;15.496832;0.307916;7.748416
79.199982;15.839996;0.321578;7.919998
79.674838;15.934968;0.325411;7.967484
92.366385;18.473277;0.436286;9.236638
67.429029;13.485806;0.233813;6.742903
69.65423;13.930846;0.249334;6.965423
79.850355;15.970071;0.326834;7.985035
89.072689;17.814538;0.405953;8.907269
59.245442;11.849088;0.181022;5.924544
61.732747;12.346549;0.196353;6.173275
90.721625;18.144325;0.421002;9.072162
74.378762;14.875752;0.283943;7.437876
95.575625;19.115125;0.466893;9.557562
56.359719;11.271944;0.164015;5.635972
95.788239;19.157648;0.468957;9.578824
89.422549;17.88451;0.409123;8.942255
51.332003;10.266401;0.13639;5.1332
87.490533;17.498107;0.391771;8.749053
69.273771;13.854754;0.246645;6.927377
78.468543;15.693709;0.315717;7.846854
58.237982;11.647596;0.174989;5.823798
54.686086;10.937217;0.154537;5.468609
84.38796;16.877592;0.364692;8.438796
88.993741;17.798748;0.405239;8.899374
98.071869;19.614374;0.491417;9.807187
94.098669;18.819734;0.452678;9.409867
69.024321;13.804864;0.24489;6.902432
84.491828;16.898366;0.365582;8.449183
83.526189;16.705238;0.357342;8.352619
78.493484;15.698697;0.315916;7.849348
99.23121;19.846242;0.503021;9.923121
73.735866;14.747173;0.279101;7.373587
50.575816;10.115163;0.132455;5.057582
86.703179;17.340636;0.384807;8.670318
92.497879;18.499576;0.43752;9.249788
56.300199;11.26004;0.163673;5.63002
93.670467;18.734093;0.448598;9.367047
87.960835;17.592167;0.39596;8.796084
73.387529;14.677506;0.276495;7.338753
54.255302;10.85106;0.152142;5.42553
61.660506;12.332101;0.195899;6.166051
52.384562;10.476912;0.141962;5.238456
73.229635;14.645927;0.275318;7.322964
72.093811;14.418762;0.266924;7.209381
67.099983;13.419997;0.23156;6.709998
90.369299;18.07386;0.417764;9.03693
52.881767;10.576353;0.144634;5.288177
84.853892;16.970778;0.368696;8.485389
58.353724;11.670745;0.175677;5.835372
75.942012;15.188402;0.295889;7.594201
77.036235;15.407247;0.304398;7.703623
55.156096;11.031219;0.15717;5.51561
54.810031;10.962006;0.155229;5.481003
75.701608;15.140322;0.294036;7.570161
50.409983;10.081997;0.1316;5.040998
72.798075;14.559615;0.272114;7.279808
94.812021;18.962404;0.459516;9.481202
90.681097;18.136219;0.420629;9.06811
94.294516;18.858903;0.454551;9.429452
73.33036;14.666072;0.276069;7.333036
50.629908;10.125982;0.132735;5.062991
95.358527;19.071705;0.46479;9.535853
55.5465;11.1093;0.159374;5.55465
80.751959;16.150392;0.334191;8.075196
62.501537;12.500307;0.201218;6.250154
66.985759;13.397152;0.230781;6.698576
73.802946;14.760589;0.279605;7.380295
58.872446;11.774489;0.178776;5.887245
63.86184;12.772368;0.209972;6.386184
89.48804;17.897608;0.409718;8.948804
95.752082;19.150416;0.468606;9.575208
63.371168;12.674234;0.206793;6.337117
64.103004;12.820601;0.211543;jun.03
65.018469;13.003694;0.217562;6.501847
66.808036;13.361607;0.229571;6.680804
55.85342;11.170684;0.161118;5.585342
81.456451;16.29129;0.339997;8.145645
62.29415;12.45883;0.1999;6.229415
71.893758;14.378752;0.265459;7.189376
57.70257;11.540514;0.171825;5.770257
91.216902;18.24338;0.425576;9.12169
84.170429;16.834086;0.362829;8.417043
76.138104;15.227621;0.297405;7.61381
57.584177;11.516835;0.171129;5.758418
51.457249;10.29145;0.137047;5.145725
94.075115;18.815023;0.452453;9.407511
68.925835;13.785167;0.244199;6.892583
74.874208;14.974842;0.287702;7.487421
86.293196;17.258639;0.381205;8.62932
69.699803;13.939961;0.249657;6.96998
61.488178;12.297636;0.194818;6.148818
52.98937;10.597874;0.145215;5.298937
93.666319;18.733264;0.448559;9.366632
50.057169;10.011434;0.12979;5.005717
53.625394;10.725079;0.148675;5.362539
66.301979;13.260396;0.226142;6.630198
96.838062;19.367612;0.479217;9.683806
92.477676;18.495535;0.43733;9.247768
59.592274;11.918455;0.183122;5.959227
50.114224;10.022845;0.130082;5.011422
66.566353;13.313271;0.22793;6.656635
94.009321;18.801864;0.451825;9.400932
70.992052;14.19841;0.258906;7.099205
68.865684;13.773137;0.243777;6.886568
80.18993;16.037986;0.329595;8.018993
63.665066;12.733013;0.208694;6.366507
91.053091;18.210618;0.42406;9.105309
89.791562;17.958312;0.41248;8.979156
58.893572;11.778714;0.178903;5.889357
94.556563;18.911313;0.457062;9.455656
91.341624;18.268325;0.426732;9.134162
82.517872;16.503574;0.348838;8.251787
68.787339;13.757468;0.243228;6.878734
86.591946;17.318389;0.383828;8.659195
82.113458;16.422692;0.345456;8.211346
66.459479;13.291896;0.227206;6.645948
69.220424;13.844085;0.246269;6.922042
97.962323;19.592465;0.490328;9.796232
79.294709;15.858942;0.322341;7.929471
68.426422;13.685284;0.240708;6.842642
98.059924;19.611985;0.491299;9.805992
98.928738;19.785748;0.49998;9.892874
72.57925;14.51585;0.270496;7.257925
94.162037;18.832407;0.453284;9.416204
77.999862;15.599972;0.311991;7.799986
92.762713;18.552543;0.44001;9.276271
69.704849;13.94097;0.249693;6.970485
64.045836;12.809167;0.21117;6.404584
61.393075;12.278615;0.194223;6.139308
50.506057;10.101211;0.132095;5.050606
59.015358;11.803072;0.179635;5.901536
88.978775;17.795755;0.405104;8.897878
52.701876;10.540375;0.143664;5.270188
71.779533;14.355907;0.264625;7.177953
91.136217;18.227243;0.424829;9.113622
97.207581;19.441516;0.482855;9.720758
63.178377;12.635675;0.205551;6.317838
57.272419;11.454484;0.169303;5.727242
77.394248;15.47885;0.307208;7.739425
87.792183;17.558437;0.394455;8.779218
53.022024;10.604405;0.145392;5.302202
79.134273;15.826855;0.321049;7.913427
65.980636;13.196127;0.223978;6.598064
91.736633;18.347327;0.430402;9.173663
78.358179;15.671636;0.314838;7.835818
78.970306;15.794061;0.319732;7.897031
84.20203;16.840406;0.3631;8.420203
57.074373;11.414875;0.168149;5.707437
67.943711;13.588742;0.237359;6.794371
87.165914;17.433183;0.388892;8.716591
97.081556;19.416311;0.481613;9.708156
98.875739;19.775148;0.499449;9.887574
63.182967;12.636593;0.20558;6.318297
91.165852;18.23317;0.425103;9.116585
52.0543;10.41086;0.140202;5.20543
67.637615;13.527523;0.235247;6.763761
71.430071;14.286014;0.262079;7.143007
76.830015;15.366003;0.302785;7.683002
90.865823;18.173165;0.422331;9.086582
87.427217;17.485443;0.391208;8.742722
93.960217;18.792043;0.451357;9.396022
77.007255;15.401451;0.304171;7.700726
78.398487;15.679697;0.315159;7.839849
58.387515;11.677503;0.175878;5.838751
85.541205;17.108241;0.374644;8.55412
52.362849;10.47257;0.141846;5.236285
79.815996;15.963199;0.326555;jul.16
97.007806;19.401561;0.480887;9.700781
95.455729;19.091146;0.465731;9.545573
84.905877;16.981175;0.369145;8.490588
53.281103;10.656221;0.146797;5.32811
61.948005;12.389601;0.19771;jun.48
70.568075;14.113615;0.255853;7.056808
91.502527;18.300505;0.428225;9.150253
65.404398;13.08088;0.220124;6.54044
68.925651;13.78513;0.244197;6.892565
82.948102;16.58962;0.352454;8.29481
80.842616;16.168523;0.334935;8.084262
65.803857;13.160771;0.222792;6.580386
99.029555;19.805911;0.500993;9.902956
58.560682;11.712136;0.17691;5.856068
62.630476;12.526095;0.20204;6.263048
96.102125;19.220425;0.472013;9.610213
74.227161;14.845432;0.282797;7.422716
53.424501;okt.49;0.147578;5.34245
60.139619;12.027924;0.186462;6.013962
75.795808;15.159162;0.294762;7.579581
61.536024;12.307205;0.195118;6.153602
69.725233;13.945047;0.249838;6.972523
73.498602;14.69972;0.277325;7.34986
75.77751;15.155502;0.294621;7.577751
86.348362;17.269672;0.381689;8.634836
66.406596;13.281319;0.226849;6.64066
89.967031;17.993406;0.414081;8.996703
93.831966;18.766393;0.450135;9.383197
76.014769;15.202954;0.296451;7.601477
50.735786;10.147157;0.133283;5.073579
57.593121;11.518624;0.171181;5.759312
56.195429;11.239086;0.163072;5.619543
75.99533;15.199066;0.296301;7.599533
99.15431;19.830862;0.502247;9.915431
87.194224;17.438845;0.389143;8.719422
61.618644;12.323729;0.195636;6.161864
83.037834;16.607567;0.353211;8.303783
83.884812;16.776962;0.360392;8.388481
85.133551;17.02671;0.371111;8.513355
78.307664;15.661533;0.314436;7.830766
71.68044;14.336088;0.263901;7.168044
75.761453;15.152291;0.294497;7.576145
83.128649;16.62573;0.353977;8.312865
84.689513;16.937903;0.367281;8.468951
90.587455;18.117491;0.419767;9.058745
61.026158;12.205232;0.191935;6.102616
91.836268;18.367254;0.43133;9.183627
78.866535;15.773307;0.3189;7.886653
81.329741;16.265948;0.338949;8.132974
80.90513;16.181026;0.335449;8.090513
54.171326;10.834265;0.151678;5.417133
54.963013;10.992603;0.156085;5.496301
75.401586;15.080317;0.291731;7.540159
76.567041;15.313408;0.300735;7.656704
68.279972;13.655994;0.23969;6.827997
77.282573;15.456515;0.30633;7.728257
71.957127;14.391425;0.265923;7.195713
59.128367;11.825673;0.180315;5.912837
66.932741;13.386548;0.230419;6.693274
95.541408;19.108282;0.466561;9.554141
80.601044;16.120209;0.332954;8.060104
97.670561;19.534112;0.487432;9.767056
89.38963;17.877926;0.408824;8.938963
68.189865;13.637973;0.239064;6.818986
75.35498;15.070996;0.291374;7.535498
74.647188;14.929438;0.285977;7.464719
89.808527;17.961705;0.412635;8.980853
99.875245;19.975049;0.509525;9.987524
71.366458;14.273292;0.261617;7.136646
51.011832;10.202366;0.134717;5.101183
63.064291;12.612858;0.204817;6.306429
90.342349;18.06847;0.417516;9.034235
68.29095;13.65819;0.239766;6.829095
81.831955;16.366391;0.343112;8.183195
54.115368;10.823074;0.151369;5.411537
85.77457;17.154914;0.376674;8.577457
86.596584;17.319317;0.383869;8.659658
88.80909;17.761818;0.403573;8.880909
85.190055;17.038011;0.371599;8.519005
75.322204;15.064441;0.291123;7.53222
74.570328;14.914066;0.285394;7.457033
61.100496;12.220099;0.192397;6.11005
62.502224;12.500445;0.201223;6.250222
95.109638;19.021928;0.462385;9.510964
96.564461;19.312892;0.476533;9.656446
52.630108;10.526022;0.143278;5.263011
80.793842;16.158768;0.334535;8.079384
99.42829;19.885658;0.505007;9.942829
80.874338;16.174868;0.335196;8.087434
59.911651;11.98233;0.185067;5.991165
89.661517;17.932303;0.411296;8.966152
73.909467;14.781893;0.280405;7.390947
66.952071;13.390414;0.230551;6.695207
89.592142;17.918428;0.410664;8.959214
97.70662;19.541324;0.48779;9.770662
74.009879;14.801976;0.28116;7.400988
86.371824;17.274365;0.381895;8.637182
64.938785;12.987757;0.217035;6.493878
59.334532;11.866906;0.18156;5.933453
65.940267;13.188053;0.223707;6.594027
71.217631;14.243526;0.260538;7.121763
91.961023;18.392205;0.432494;9.196102
57.500077;11.500015;0.170636;5.750008
80.317909;16.063582;0.330639;8.031791
67.840839;13.568168;0.236648;6.784084
63.828976;12.765795;0.209758;6.382898
86.672063;17.334413;0.384533;8.667206
93.569632;18.713926;0.44764;9.356963
72.451673;14.490335;0.269555;7.245167
82.505402;16.50108;0.348734;8.25054
90.685989;18.137198;0.420674;9.068599
83.148037;16.629607;0.354141;8.314804
73.938312;14.787662;0.280621;7.393831
91.610537;18.322107;0.429229;9.161054
70.97108;14.194216;0.258755;7.097108
69.500548;13.90011;0.248246;6.950055
85.168337;17.033667;0.371411;8.516834
94.279991;18.855998;0.454412;9.427999
71.625404;14.325081;0.2635;7.16254
72.724872;14.544974;0.271572;7.272487
93.853346;18.770669;0.450339;9.385335
90.380238;18.076048;0.417864;9.038024
69.000906;13.800181;0.244726;6.900091
61.454806;12.290961;0.194609;6.145481
61.350315;12.270063;0.193956;6.135031
89.154824;17.830965;0.406696;8.915482
73.390279;14.678056;0.276516;7.339028
78.698808;15.739762;0.317557;7.869881
84.125335;16.825067;0.362444;8.412533
80.105489;16.021098;0.328908;8.010549
99.402747;19.880549;0.504749;9.940275
71.657799;14.33156;0.263736;7.16578
79.474557;15.894911;0.323792;7.947456
69.249788;13.849958;0.246476;6.924979
54.104573;10.820915;0.151309;5.410457
82.609305;16.521861;0.349605;8.26093
53.600419;10.720084;0.148539;5.360042
82.184315;16.436863;0.346047;8.218432
77.268799;15.45376;0.306222;7.72688
82.735484;16.547097;0.350665;8.273548
65.958045;13.191609;0.223827;6.595805
87.224211;17.444842;0.389408;8.722421
76.976617;15.395323;0.303931;7.697662
98.368937;19.673787;0.494378;9.836894
69.225662;13.845132;0.246306;6.922566
56.51348;11.302696;0.1649;5.651348
99.971155;19.994231;0.510497;9.997116
75.341534;15.068307;0.291271;7.534153
68.621062;13.724212;0.242066;6.862106
78.206072;15.641214;0.313628;7.820607
88.841542;17.768308;0.403865;8.884154
92.091832;18.418366;0.433716;9.209183
93.31338;18.662676;0.44521;9.331338
86.60966;17.321932;0.383984;8.660966
72.086922;14.417384;0.266874;7.208692
80.837393;16.167479;0.334892;8.083739
72.960117;14.592023;0.273315;7.296012
96.045271;19.209054;0.471459;9.604527
68.967594;13.793519;0.244492;6.896759
78.686016;15.737203;0.317454;7.868602
90.438698;18.08774;0.418401;9.04387
57.973255;11.594651;0.173421;5.797325
59.444297;11.888859;0.182225;5.94443
92.346184;18.469237;0.436097;9.234618
83.102655;16.620531;0.353758;8.310265
69.02819;13.805638;0.244917;6.902819
53.67348;10.734696;0.148939;5.367348
54.688524;10.937705;0.15455;5.468852
87.505963;17.501193;0.391908;8.750596
88.361775;17.672355;0.399549;8.836178
65.900129;13.180026;0.223438;6.590013
52.984021;10.596804;0.145186;5.298402
67.011192;13.402238;0.230954;6.701119
88.88992;17.777984;0.404302;8.888992
56.766827;11.353365;0.166364;5.676683
56.629135;11.325827;0.165568;5.662913
63.403621;12.680724;0.207003;6.340362
70.63197;14.126394;0.256312;7.063197
92.229144;18.445829;0.435001;9.222914
54.836834;10.967367;0.155379;5.483683
89.183668;17.836734;0.406957;8.918367
98.048744;19.609749;0.491187;9.804874
60.077746;12.015549;0.186083;6.007775
55.919263;11.183853;0.161493;5.591926
91.263947;18.252789;0.426012;9.126395
57.310915;11.462183;0.169528;5.731091
78.344419;15.668884;0.314728;7.834442
92.864897;18.572979;0.440973;9.28649
97.162866;19.432573;0.482414;9.716287
73.26718;14.653436;0.275598;7.326718
59.649188;11.929838;0.183468;5.964919
57.555148;11.51103;0.170959;5.755515
63.216721;12.643344;0.205797;6.321672
98.582784;19.716557;0.496514;9.858278
92.296787;18.459357;0.435634;9.229679
57.98479;11.596958;0.173489;5.798479
77.779914;15.555983;0.310249;7.777991
84.630433;16.926087;0.366773;8.463043
65.266282;13.053256;0.219206;6.526628
50.197472;10.039494;0.130508;5.019747
52.840001;10.568;0.144408;5.284
95.282631;19.056526;0.464056;9.528263
87.835571;17.567114;0.394842;8.783557
80.259287;16.051857;0.330161;8.025929
62.305943;12.461189;0.199975;6.230594
85.857521;17.171504;0.377397;8.585752
75.08064;15.016128;0.289276;7.508064
54.42346;10.884692;0.153075;5.442346
79.842833;15.968567;0.326773;7.984283
65.457787;13.091557;0.22048;6.545779
67.433772;13.486754;0.233846;6.743377
52.328147;10.465629;0.141661;5.232815
53.816127;10.763225;0.149721;5.381613
64.13076;12.826152;0.211725;6.413076
89.502347;17.900469;0.409848;8.950235
92.389953;18.477991;0.436507;9.238995
97.895509;19.579102;0.489664;9.789551
53.525034;10.705007;0.148127;5.352503
51.082237;10.216447;0.135084;5.108224
75.79174;15.158348;0.29473;7.579174
90.683772;18.136754;0.420654;9.068377
60.808583;12.161717;0.190584;6.080858
57.525658;11.505132;0.170786;5.752566
64.238783;12.847757;0.212431;6.423878
78.712588;15.742518;0.317667;7.871259
58.344981;11.668996;0.175625;5.834498
89.7673;17.95346;0.412259;8.97673
68.428409;13.685682;0.240722;6.842841
96.593133;19.318627;0.476814;9.659313
98.782037;19.756407;0.498509;9.878204
78.849221;15.769844;0.318761;7.884922
78.773188;15.754638;0.318152;7.877319
55.365688;11.073138;0.158351;5.536569
92.031673;18.406335;0.433154;9.203167
51.996834;10.399367;0.139897;5.199683
93.901038;18.780208;0.450793;9.390104
60.213173;12.042635;0.186913;6.021317
79.818459;15.963692;0.326575;7.981846
93.61332;18.722664;0.448055;9.361332
55.406426;11.081285;0.158582;5.540643
82.230275;16.446055;0.346431;8.223027
73.920958;14.784192;0.280491;7.392096
63.022064;12.604413;0.204546;6.302206
81.705079;16.341016;0.342057;8.170508
55.833408;11.166682;0.161004;5.583341
57.32104;11.464208;0.169588;5.732104
53.739022;10.747804;0.149298;5.373902
99.085961;19.817192;0.50156;9.908596
59.080436;11.816087;0.180027;5.908044
99.906834;19.981367;0.509845;9.990683
60.089281;12.017856;0.186153;6.008928
74.25488;14.850976;0.283007;7.425488
83.548195;16.709639;0.357529;8.35482
89.474542;17.894908;0.409595;8.947454
59.5137;11.90274;0.182645;5.95137
92.031418;18.406284;0.433151;9.203142
87.756973;17.551395;0.394141;8.775697
73.596788;14.719358;0.278059;7.359679
51.546699;10.30934;0.137517;5.15467
53.960962;10.792192;0.150517;5.396096
96.090221;19.218044;0.471897;9.609022
56.652231;11.330446;0.165701;5.665223
57.830327;11.566065;0.172577;5.783033
81.060796;16.212159;0.33673;8.10608
86.608565;17.321713;0.383974;8.660857
88.660584;17.732117;0.402235;8.866058
96.96246;19.392492;0.480441;9.696246
61.784454;12.356891;0.196679;6.178445
62.133927;12.426785;0.198885;6.213393
95.60131;19.120262;0.467142;9.560131
82.17678;16.435356;0.345984;8.217678
68.07705;13.61541;0.238282;6.807705
59.911714;11.982343;0.185067;5.991171
95.675812;19.135162;0.467865;9.567581
93.561465;18.712293;0.447563;9.356147
66.762813;13.352563;0.229263;6.676281
97.786518;19.557304;0.488582;9.778652
75.820579;15.164116;0.294952;7.582058
58.405375;11.681075;0.175984;5.840537
71.391547;14.278309;0.261799;7.139155
54.605959;10.921192;0.15409;5.460596
90.681339;18.136268;0.420631;9.068134
59.347973;11.869595;0.181641;5.934797
96.686299;19.33726;0.477727;9.66863
88.692755;17.738551;0.402524;8.869276
54.594342;10.918868;0.154025;5.459434
95.224993;19.044999;0.463499;9.522499
65.891146;13.178229;0.223378;6.589115
82.517973;16.503595;0.348839;8.251797
59.965415;11.993083;0.185396;5.996542
56.144065;11.228813;0.162778;5.614406
86.616385;17.323277;0.384043;8.661639
78.271761;15.654352;0.31415;7.827176
89.652358;17.930472;0.411212;8.965236
59.316205;11.863241;0.181449;5.931621
75.578044;15.115609;0.293086;7.557804
66.090631;13.218126;0.224718;6.609063
81.961268;16.392254;0.344188;8.196127
95.096514;19.019303;0.462258;9.509651
67.172824;13.434565;0.232058;6.717282
60.35858;12.071716;0.187806;6.035858
91.954568;18.390914;0.432434;9.195457
86.952035;17.390407;0.387001;8.695203
63.479127;12.695825;0.20749;6.347913
67.730054;13.546011;0.235884;6.773005
92.012232;18.402446;0.432972;9.201223
64.343166;12.868633;0.213114;6.434317
87.872384;17.574477;0.39517;8.787238
95.913077;19.182615;0.470172;9.591308
92.750887;18.550177;0.439899;9.275089
94.2449;18.84898;0.454076;9.42449
61.936394;12.387279;0.197636;6.193639
65.191413;13.038283;0.218708;6.519141
80.155151;16.03103;0.329312;8.015515
99.355003;19.871001;0.504268;sep.55
55.408881;11.081776;0.158596;5.540888
97.304258;19.460852;0.483809;9.730426
61.144028;12.228806;0.192668;6.114403
92.368041;18.473608;0.436302;9.236804
82.014224;16.402845;0.344629;8.201422
93.435591;18.687118;0.446368;9.343559
81.071314;16.214263;0.336817;8.107131
79.266481;15.853296;0.322113;7.926648
52.168511;10.433702;0.140809;5.216851
89.457245;17.891449;0.409438;8.945724
95.560394;19.112079;0.466745;9.556039
89.805289;17.961058;0.412605;8.980529
70.259356;14.051871;0.253641;7.025936
86.359606;17.271921;0.381788;8.635961
67.983421;13.596684;0.237633;6.798342
50.672182;10.134436;0.132953;5.067218
65.82525;13.16505;0.222936;6.582525
80.724065;16.144813;0.333962;8.072406
91.232551;18.24651;0.425721;9.123255
61.032967;12.206593;0.191977;6.103297
62.651391;12.530278;0.202173;6.265139
53.729305;10.745861;0.149244;5.37293
95.868846;19.173769;0.469741;9.586885
78.956245;15.791249;0.319619;7.895625
96.680523;19.336105;0.477671;9.668052
90.251176;18.050235;0.416681;9.025118
57.352609;11.470522;0.169772;5.735261
69.978069;13.995614;0.251635;6.997807
89.767086;17.953417;0.412257;8.976709
65.720516;13.144103;0.222234;6.572052
94.207671;18.841534;0.45372;9.420767
71.424972;14.284994;0.262042;7.142497
98.116609;19.623322;0.491863;9.811661
90.297355;18.059471;0.417104;9.029735
53.907324;10.781465;0.150222;5.390732
78.273786;15.654757;0.314166;7.827379
54.946603;10.989321;0.155993;5.49466
89.593227;17.918645;0.410674;8.959323
63.08229;12.616458;0.204933;6.308229
73.737233;14.747447;0.279112;7.373723
79.287267;15.857453;0.322281;7.928727
62.688087;12.537617;0.202408;6.268809
84.783523;16.956705;0.36809;8.478352
74.021882;14.804376;0.28125;7.402188
72.16966;14.433932;0.267481;7.216966
52.206943;10.441389;0.141014;5.220694
94.08381;18.816762;0.452536;9.408381
51.512777;10.302555;0.137339;5.151278
77.929655;15.585931;0.311434;7.792966
92.078705;18.415741;0.433593;9.20787
78.419649;15.68393;0.315328;7.841965
81.212329;16.242466;0.337979;8.121233
73.958862;14.791772;0.280776;7.395886
69.122184;13.824437;0.245578;6.912218
86.703612;17.340722;0.384811;8.670361
51.679577;10.335915;0.138218;5.167958
51.435413;10.287083;0.136932;5.143541
82.187783;16.437557;0.346076;8.218778
95.687517;19.137503;0.467979;9.568752
91.763048;18.35261;0.430648;9.176305
86.082982;17.216596;0.379365;8.608298
61.093245;12.218649;0.192352;6.109324
89.499395;17.899879;0.409821;8.94994
86.447995;17.289599;0.382563;aug.48
95.249574;19.049915;0.463736;9.524957
74.135422;14.827084;0.282105;7.413542
91.68868;18.337736;0.429956;9.168868
79.962001;15.9924;0.327741;jul.62
82.452283;16.490457;0.348288;8.245228
89.709636;17.941927;0.411734;8.970964
95.725579;19.145116;0.468349;9.572558
76.232023;15.246405;0.298133;7.623202
67.641774;13.528355;0.235275;6.764177
67.495318;13.499064;0.234268;6.749532
81.745701;16.34914;0.342395;8.17457
99.963304;19.992661;0.510418;9.99633
68.945781;13.789156;0.244339;6.894578
71.846964;14.369393;0.265117;7.184696
56.786585;11.357317;0.166478;5.678659
94.473581;18.894716;0.456266;9.447358
96.167366;19.233473;0.47265;9.616737
55.839832;11.167966;0.161041;5.583983
92.048414;18.409683;0.43331;9.204841
97.688381;19.537676;0.487609;9.768838
87.300867;17.460173;0.390087;8.730087
62.995341;12.599068;0.204374;6.299534
97.46611;19.493222;0.485408;9.746611
78.994425;15.798885;0.319925;7.899442
53.593742;10.718748;0.148502;5.359374
52.227747;10.445549;0.141125;5.222775
76.838373;15.367675;0.30285;7.683837
72.758819;14.551764;0.271823;7.275882
93.90571;18.781142;0.450837;9.390571
71.319243;14.263849;0.261274;7.131924
87.654251;17.53085;0.393226;8.765425
68.194022;13.638804;0.239093;6.819402
73.188691;14.637738;0.275013;7.318869
98.335528;19.667106;0.494044;9.833553
78.772308;15.754462;0.318145;7.877231
98.034238;19.606848;0.491043;9.803424
60.518263;12.103653;0.188789;6.051826
64.121809;12.824362;0.211666;6.412181
69.060494;13.812099;0.245144;6.906049
88.22002;17.644004;0.398278;8.822002
96.353125;19.270625;0.474464;9.635313
52.187626;10.437525;0.140911;5.218763
63.570555;12.714111;0.208082;6.357056
56.463544;11.292709;0.164613;5.646354
87.376484;17.475297;0.390758;8.737648
86.740308;17.348062;0.385134;8.674031
82.733796;16.546759;0.350651;8.27338
79.588449;15.91769;0.324712;7.958845
