Length [m];Hei/Wid [cm];Load [kN/m];Disp [cm]
6.187991;36.057735;14.995842;0.097598
6.624748;10.592024;17.145187;19.53356
9.451847;28.338066;13.321683;1.229473
5.978468;17.526793;13.060927;1.318424
5.270505;19.273393;15.641252;0.652974
7.236730;25.585779;15.917059;0.760311
6.818132;34.847016;12.928414;0.141895
9.027544;23.411640;10.886006;1.793696
5.737159;24.460455;18.165985;0.410918
6.694197;29.889928;19.871559;0.373838
7.422547;14.245518;17.985252;9.872228
5.571445;39.839929;18.750396;0.054040
8.696209;27.230809;14.094789;1.093449
5.139483;29.598694;12.786830;0.087203
5.511574;15.201915;12.444796;1.602957
9.314570;23.886372;10.628440;1.831611
8.508257;34.989756;19.643324;0.513150
9.629572;23.494271;19.737036;4.150569
9.450710;27.129362;12.518155;1.374463
5.328926;20.696507;16.473152;0.540730
5.268434;10.758433;19.968754;8.553299
6.014259;26.202312;18.773023;0.389545
6.531878;26.613876;18.012161;0.488295
7.952981;27.611466;15.835015;0.813366
9.604450;21.695512;18.588108;5.318622
7.674637;14.511362;17.658301;10.28811
8.920664;34.480372;18.478921;0.618294
6.044930;30.519155;11.589577;0.133567
5.242913;19.040547;15.541205;0.666939
6.292494;10.018396;17.427275;20.19312
5.625356;32.852700;13.984422;0.090208
8.667368;13.931730;15.286418;17.04963
9.235390;26.637741;12.621048;1.359654
9.352634;38.735654;10.451834;0.265425
6.102057;17.003387;12.464811;1.541312
5.158194;30.210825;13.157495;0.083911
8.747834;10.045203;12.534468;53.65581
6.192046;31.021473;11.630224;0.138226
7.396247;38.778951;14.393474;0.142691
9.530753;31.116978;15.016480;0.985921
5.339020;14.770075;12.502009;1.591201
8.449007;23.108259;11.840825;1.577418
9.892918;11.795626;11.411247;42.02441
6.325857;19.693629;13.810705;1.096581
6.354152;33.743579;13.120748;0.123615
9.312998;32.816358;16.584910;0.802887
5.709000;10.576192;18.966129;11.99151
5.764607;39.833882;18.360041;0.060630
9.372133;14.974239;14.571894;16.64822
7.269263;25.892718;16.056619;0.744525
7.400582;15.502995;18.867498;7.297796
5.660739;21.650178;16.445308;0.573948
9.721553;15.115677;13.967345;17.79134
5.499795;33.413566;14.609455;0.080522
9.724071;25.633287;10.974048;1.693931
5.173731;19.855423;16.222819;0.558496
5.092869;23.978148;19.133026;0.291319
6.498866;10.726601;17.486668;17.54304
6.374018;35.831282;14.472819;0.108685
7.595869;14.762031;17.982950;9.388501
8.316066;31.105407;17.438139;0.665186
5.773202;14.327861;11.338837;2.227296
8.784630;14.371093;15.344801;15.95096
9.444665;24.442059;10.738710;1.784323
6.068841;37.037228;15.887137;0.086007
8.755179;10.313787;12.698834;49.07975
6.336055;23.202188;16.129348;0.669621
9.343574;28.495155;13.642955;1.176209
9.037426;22.595307;10.322019;1.968560
5.353380;24.991090;19.287300;0.303808
5.566736;23.841168;18.093973;0.401986
7.316211;13.968283;18.013100;10.09617
7.233325;24.715319;15.343562;0.839997
9.919958;36.012384;17.501674;0.752209
9.989906;15.926432;13.971143;16.10199
6.819427;27.650174;18.127929;0.501104
6.121341;24.406686;17.361775;0.513176
5.206021;16.920247;14.201456;0.949455
6.598829;33.867887;12.714267;0.137231
5.291452;28.879154;12.003198;0.101409
6.965637;13.935170;18.692173;8.691374
8.156057;34.646490;10.118880;0.232257
6.672797;25.544915;17.017683;0.591699
7.973650;33.147829;19.484586;0.487495
8.891912;34.515401;18.559777;0.610566
9.964617;21.202522;17.539114;6.373695
8.945815;38.816054;11.319073;0.238716
8.735595;33.224176;18.011593;0.642793
9.628563;23.102368;19.477786;4.379091
5.928326;37.147964;16.241991;0.079152
5.065324;16.232677;14.024469;0.991899
7.248968;39.318603;15.047800;0.130306
9.818028;35.190192;17.157406;0.775985
9.800378;34.016920;16.410524;0.843760
6.214686;10.011571;17.578342;19.43246
9.565819;10.442213;11.163172;58.51077
9.664377;18.737166;16.496024;8.694950
5.448254;27.353567;10.672538;0.125767
5.257016;22.656401;17.923568;0.388354
7.598973;33.429792;10.421914;0.208030
7.976942;19.614170;10.455562;2.131421
6.365425;22.081037;15.323174;0.789740
6.727181;27.238575;18.038021;0.501370
9.018753;29.983150;15.284594;0.933530
6.702527;12.051550;17.962646;12.79687
5.084371;11.534712;10.854399;3.052714
8.427413;36.934859;11.101746;0.224958
9.801596;19.103293;16.465671;8.498572
5.509889;27.487134;10.638311;0.128593
7.904645;37.983113;12.846119;0.180317
9.052390;35.448737;18.861044;0.599068
9.886848;17.057901;14.931570;12.54752
9.900038;16.858714;14.772401;13.08024
6.082566;16.952128;12.469620;1.540798
5.630232;10.826861;19.290777;10.50620
5.160010;36.458917;17.319259;0.052348
9.100405;28.782946;14.321155;1.067490
5.810981;21.223264;15.860215;0.665430
5.552753;29.926658;12.178933;0.108180
6.104224;25.834707;18.348023;0.427401
9.809364;11.497734;11.379761;44.87425
7.600460;29.978012;18.117755;0.559161
9.715011;15.392787;14.165169;16.73396
8.109100;25.447343;14.080028;1.082908
5.288055;18.758413;15.262831;0.719445
8.317769;24.522566;13.046173;1.287624
7.498183;18.778091;10.855694;2.056630
7.432947;30.698399;18.933038;0.486237
8.705271;36.000813;19.923333;0.508971
5.424087;15.484219;12.807972;1.437848
7.155050;18.913007;11.631905;1.775893
5.673087;37.053119;16.689238;0.068963
9.949005;34.263846;16.277888;0.863489
8.999855;10.438095;12.292353;50.56367
7.314510;19.264984;11.547637;1.788593
5.600212;31.854134;13.368999;0.095796
6.428875;17.407915;12.080859;1.675119
7.654044;35.561766;11.733089;0.188355
6.271123;31.096279;11.521940;0.142670
8.807541;32.980689;17.705378;0.672362
6.537204;24.267663;16.437368;0.646220
9.144219;29.712761;14.853402;0.993995
8.225706;15.737042;17.373282;9.657831
6.723918;25.119255;16.631666;0.637543
6.875935;11.699227;17.380947;15.44139
5.178476;39.174776;19.092899;0.043996
7.348930;32.459889;10.275399;0.201845
8.735462;28.238064;14.687786;1.003442
9.170147;33.190060;17.119746;0.744713
6.054676;13.552653;10.259083;3.044518
5.465414;21.659268;16.842017;0.510048
8.853396;37.513903;10.635809;0.246595
9.895501;37.426909;18.493605;0.674816
9.152792;36.821694;19.575545;0.558297
7.789609;31.932058;19.042154;0.503837
5.376483;29.636158;12.337807;0.100190
6.650414;16.688250;11.158005;2.097109
8.618081;11.791232;13.957993;29.65050
8.730697;21.224737;10.021763;2.138019
8.384758;27.528984;14.916473;0.957713
7.586188;32.756621;19.998704;0.430048
5.994466;16.236460;12.168708;1.685297
6.096324;23.102479;16.542338;0.598949
5.085802;22.002915;17.830340;0.380454
5.749595;29.070106;11.214214;0.128498
8.379303;38.395619;12.171806;0.206505
9.937844;22.794055;18.653682;5.021317
5.900183;16.420619;12.480047;1.550814
8.768056;37.687144;10.921983;0.239189
5.030020;18.972727;15.921778;0.587343
8.731134;29.051003;15.238400;0.927634
6.446360;33.221180;12.588066;0.133668
9.539858;30.126984;14.338274;1.075282
6.745212;36.945969;14.473555;0.120540
9.567020;11.567044;11.910655;41.48700
5.665145;21.784973;16.526358;0.564409
9.374753;24.240970;10.744473;1.791223
7.991093;30.273533;17.533503;0.635616
6.233165;23.748116;16.699081;0.591810
5.109579;19.583636;16.169932;0.559585
5.968839;32.062677;12.770774;0.114946
8.762722;30.540028;16.167909;0.817801
8.262800;37.508339;11.813292;0.208064
7.650595;32.448160;19.664250;0.454197
9.958673;33.824951;15.965955;0.895162
8.301654;21.399105;10.996096;1.856244
5.777587;39.626209;18.195633;0.061900
5.796212;37.442152;16.702343;0.072113
6.210246;18.506037;13.250200;1.253044
6.938027;29.628826;19.209830;0.431701
8.949798;25.165884;12.210994;1.456170
7.810795;15.616683;18.122866;8.446689
8.923347;24.337029;11.711326;1.577805
7.886365;13.567295;16.605467;14.11584
6.221353;10.224068;17.706674;18.07485
5.542738;18.031203;14.268660;0.950448
8.047895;16.610281;18.311064;7.516179
8.139905;33.734127;19.542942;0.495049
5.974323;36.049149;15.417452;0.087321
8.496632;13.303608;15.209141;18.83998
5.240632;26.380722;10.439217;0.121729
6.448747;26.039270;17.795352;0.500101
9.967406;30.550920;13.765802;1.163191
9.140127;24.217332;11.197968;1.693573
7.323542;24.501651;15.020683;0.894552
9.019054;28.438088;14.253951;1.075610
9.313539;17.386918;16.297535;9.992375
8.150289;10.480940;14.020049;38.16107
9.585772;35.254650;17.664890;0.720806
7.124464;20.147085;12.515795;1.459100
6.001729;15.395188;11.593334;1.995664
8.659321;26.414717;13.624502;1.173493
7.384916;28.043116;17.258912;0.619800
8.621118;11.641101;13.851831;31.01585
7.415919;35.466307;12.145699;0.173737
8.823467;12.216593;13.830796;28.01639
7.731666;18.728121;10.355416;2.241400
8.445729;30.654319;16.878088;0.725992
5.127129;28.177964;11.864385;0.097491
7.447941;17.671001;10.218118;2.402602
7.601716;38.769409;13.976173;0.154700
9.141631;25.351903;11.951339;1.506270
9.689937;37.914582;19.229848;0.612762
6.830029;18.058317;11.712154;1.786388
6.080222;33.806843;13.710784;0.107563
5.920340;23.434320;17.115534;0.520791
7.523013;18.884151;10.876740;2.041548
6.653493;26.559689;17.732807;0.521686
5.523860;36.721901;16.766881;0.064578
9.024283;33.535842;17.641996;0.690648
7.617250;15.174692;18.215294;8.613514
6.234849;30.506843;11.201531;0.146279
7.016770;34.224384;12.116050;0.160228
7.736532;20.444508;11.489940;1.756118
9.868947;33.202915;15.730715;0.916121
9.520091;16.023407;14.975422;13.89414
8.795316;39.989107;12.402107;0.217055
9.122674;23.291007;10.615324;1.861982
5.327053;17.946509;14.643566;0.848212
5.939619;15.386863;11.712004;1.938175
8.988115;14.012186;14.698561;18.52634
7.627298;39.145269;14.175584;0.153022
6.210441;12.187502;19.037454;9.559995
9.085782;38.358952;10.734404;0.252516
5.936298;24.233638;17.616496;0.473927
5.290477;38.751167;18.586492;0.048687
5.425879;27.573566;10.863953;0.121980
5.302229;22.695928;17.859495;0.397643
5.470446;18.100988;14.459768;0.899972
7.397886;38.007475;13.875878;0.149165
7.811072;39.303082;13.913243;0.162518
9.602166;25.955962;11.432976;1.596172
8.012776;15.556163;17.678557;9.267829
8.526382;28.378148;15.199334;0.924161
5.894916;14.534199;11.232968;2.265165
6.099001;11.028819;18.487878;12.87540
6.758811;28.124688;18.565504;0.462712
8.137377;22.492603;12.053649;1.539308
8.059905;30.410489;17.487183;0.644299
6.403202;11.067331;17.905149;14.93893
6.496040;19.553937;13.377211;1.215082
7.660046;30.827229;18.564728;0.528724
7.626429;13.759039;17.253168;12.12704
5.561489;11.718808;10.022894;3.787089
9.507214;14.972393;14.300501;17.30887
9.766880;24.888345;10.391803;1.836684
6.642552;32.190333;11.508452;0.156169
9.648383;17.598609;15.768972;10.60888
8.752171;18.438186;18.121116;6.852625
7.895828;29.442899;17.170277;0.663058
5.028151;12.227486;11.428689;2.435131
8.608992;35.437114;19.740092;0.513758
8.118676;22.707810;12.234522;1.490304
9.187510;22.791101;10.152381;1.997861
8.459826;13.658815;15.519557;17.00420
9.974419;39.624140;19.800590;0.593878
7.931191;23.164400;12.913885;1.323277
5.604155;39.555630;18.495443;0.056136
5.893731;33.824679;14.095657;0.097470
5.789746;35.055676;15.124293;0.084496
5.494461;35.860754;16.251581;0.067346
7.220785;36.188223;13.017246;0.154491
6.183047;18.458700;13.273039;1.246069
8.125974;38.714426;12.891003;0.187220
6.213210;34.232760;13.728752;0.111688
8.015085;29.218730;16.782318;0.709379
8.222073;24.950680;13.522974;1.189230
8.490388;15.846236;16.916716;10.38244
6.841617;15.910309;10.256973;2.612921
8.769946;32.174096;17.242838;0.710605
7.761281;27.898719;16.409918;0.733672
5.657939;27.496505;10.348458;0.138852
6.062769;32.880517;13.128141;0.113739
8.923851;16.879179;16.738417;9.738831
9.443579;35.832926;18.334793;0.660469
6.328069;23.184957;16.133833;0.668422
5.000869;35.386231;16.922416;0.050851
5.648951;10.468694;19.014560;12.00495
9.578568;33.386559;16.433903;0.830945
6.169418;39.345294;17.224694;0.078261
8.647925;16.560834;17.078040;9.457034
5.777495;19.974958;15.094981;0.788392
6.550058;14.257742;19.738379;6.549424
7.574618;28.658089;17.289491;0.630066
7.369735;35.779990;12.447189;0.167674
9.202080;13.865967;14.173151;20.46711
6.483490;13.248152;19.198454;8.202262
8.825266;32.765062;17.526176;0.688727
5.066556;24.719333;19.679778;0.259955
5.920497;14.910059;11.432378;2.118067
8.167810;27.864419;15.573993;0.857992
6.154656;28.569058;10.070061;0.162253
7.243645;28.667924;17.957991;0.546760
7.270159;35.354813;12.362891;0.165447
5.908741;15.206577;11.653569;1.979845
9.275256;23.365714;10.359965;1.917051
6.476999;22.368529;15.291688;0.802219
9.500455;15.044613;14.362165;17.00380
9.348279;17.486048;16.294141;9.912228
6.492129;25.753663;17.518184;0.528427
6.544807;39.937664;16.868829;0.091361
8.152164;26.344097;14.591737;0.998152
7.806767;11.688300;15.512000;22.98216
9.982225;26.264091;10.878278;1.691884
5.134547;11.544180;10.760359;3.137122
9.370211;24.730981;11.080231;1.701909
7.546223;12.556597;16.611951;16.13437
9.194825;15.828631;15.496105;13.13847
9.743931;26.958175;11.817588;1.503604
7.131758;30.473858;19.385724;0.434645
9.973549;14.237909;12.878174;23.08288
7.282239;22.695706;13.899325;1.098832
6.025587;16.169070;12.061540;1.733966
9.724313;34.479385;16.870964;0.796708
7.141821;28.494842;18.046253;0.531962
9.716966;25.885796;11.156599;1.651117
5.670727;31.930481;13.278866;0.099065
8.608430;29.800611;15.983548;0.830551
5.756238;12.934436;10.443814;3.051911
7.011130;30.366793;19.555601;0.415391
6.531594;25.970578;17.583863;0.525504
9.396807;32.185619;15.996798;0.867317
8.423832;31.126903;17.236938;0.690293
5.921119;11.000249;18.824595;11.76807
5.602136;14.309676;11.668845;2.042823
6.606625;39.329661;16.339857;0.097659
8.414294;38.828581;12.390467;0.204388
8.792610;37.525704;10.765250;0.242522
8.015110;11.672602;15.084848;24.96541
5.168323;22.467212;17.974828;0.376280
9.851070;10.816428;10.842145;55.51940
5.500414;30.341618;12.560251;0.101698
6.300673;32.982646;12.720419;0.126902
8.086439;17.632896;18.915719;6.232660
9.624611;39.407630;10.355864;0.275304
5.495761;30.216737;12.486303;0.102428
7.970728;18.286658;19.582982;5.266287
6.567833;27.993651;18.860101;0.427130
7.440070;27.113909;16.529132;0.699565
7.999524;21.049009;11.366958;1.767360
6.655857;11.309370;17.561200;15.68664
7.288665;37.419521;13.702350;0.147721
9.081335;15.806886;15.708588;12.74323
7.934798;34.245475;10.294054;0.221785
5.946948;10.672150;18.554204;13.32173
5.885571;15.168713;11.674667;1.972078
5.129069;22.399988;18.008520;0.370088
7.519332;34.188538;11.087028;0.194020
5.128338;16.859971;14.316638;0.914305
6.191776;29.320781;10.496969;0.156188
8.604529;31.435234;17.081099;0.715818
7.868569;32.567917;19.308140;0.491606
8.744217;12.110176;13.918350;28.16295
7.337148;27.119255;16.738540;0.669569
9.960535;39.783085;19.934321;0.585147
7.147999;17.752045;10.872031;2.129727
9.728332;35.217193;17.354798;0.754351
6.885648;10.688051;16.687405;21.40108
9.380088;21.954414;19.209433;4.769239
8.527922;12.214519;14.420501;25.50767
5.955918;25.902400;18.689764;0.390557
8.753614;15.030893;15.846702;13.57280
6.179715;14.156029;10.411257;2.816958
9.575608;14.490963;13.842760;19.64934
7.280687;29.657430;18.543579;0.503205
9.473136;23.896291;10.317923;1.899045
5.981567;29.713059;11.178906;0.137448
7.939148;38.536175;13.145821;0.177238
5.099702;35.071755;16.515099;0.055581
6.646060;38.278104;15.559950;0.106083
6.746237;17.599139;11.573618;1.862464
9.102894;13.936829;14.418765;19.53641
6.168359;12.686702;19.454416;8.097687
7.756714;31.885428;19.076857;0.499204
5.355274;29.057423;11.994401;0.103719
9.242929;28.551057;13.881514;1.137157
5.315473;26.378732;10.288210;0.126986
5.489034;36.881428;16.942884;0.062547
9.974171;10.328099;10.270390;66.48590
9.716566;39.140963;19.994178;0.567264
6.477556;26.929673;18.331337;0.458548
5.894962;14.640043;11.303439;2.214287
8.664271;30.665733;16.448612;0.782349
6.823334;22.351821;14.587879;0.945126
6.563795;31.031978;10.893730;0.163146
6.982501;18.248510;11.534005;1.842702
6.756197;28.231442;18.641901;0.456937
8.963524;15.863391;15.981879;12.13106
8.125904;17.849810;18.981398;6.073012
7.476612;31.655585;19.483833;0.453140
5.767429;34.999544;15.131505;0.083779
6.085081;17.598607;12.895577;1.374357
7.187745;16.039237;19.650669;5.904094
8.912148;24.899390;12.108631;1.481549
7.043606;35.146609;12.677193;0.153095
7.902243;36.278477;11.714498;0.197246
6.108951;33.263492;13.291093;0.113334
9.505727;11.315923;11.865828;43.97782
5.654111;14.588045;11.750475;1.976269
6.473812;26.775859;18.236281;0.465644
9.904004;25.455654;10.495761;1.792406
7.189921;23.863813;14.862699;0.913752
7.419630;39.116783;14.571929;0.141318
8.482279;18.581867;18.756688;6.066938
9.445538;21.721642;18.923351;5.040899
9.501635;27.498404;12.662333;1.345814
6.700210;29.881215;19.853724;0.375279
5.987503;20.224749;14.841494;0.850675
6.981875;38.061832;14.744139;0.125129
5.717606;21.232028;16.052807;0.630282
6.832527;31.373313;10.583821;0.178077
9.239298;38.335765;10.411914;0.262502
6.911477;10.359952;16.417015;24.20978
9.663523;22.813451;19.215255;4.609233
7.050367;25.284846;16.089164;0.725992
5.060956;21.262357;17.386326;0.417064
5.089342;24.365160;19.398089;0.276317
9.356380;31.804208;15.823378;0.884390
8.011813;23.458985;12.949030;1.313569
5.298186;21.408920;17.009574;0.476640
7.716939;35.664850;11.676022;0.191436
7.018042;23.849668;15.197027;0.850245
9.813243;30.686364;14.164423;1.104910
7.623091;13.416171;17.031266;13.21884
5.878631;13.278560;10.428445;2.984516
5.661157;10.000532;18.678041;14.28231
6.915149;37.897592;14.768096;0.122724
7.256212;27.787313;17.345785;0.602331
5.713108;36.738819;16.399663;0.072092
7.453030;32.778945;10.279903;0.205416
8.133978;35.287566;10.590421;0.223499
5.809745;25.062809;18.422382;0.397621
9.834923;32.293383;15.192409;0.975044
8.500359;23.552240;12.034109;1.522181
9.812561;23.685309;19.498416;4.280008
9.287635;13.065860;13.468637;25.59808
8.475332;15.523260;16.731510;11.07119
5.181993;22.083866;17.691925;0.400892
7.377796;10.630179;15.664527;27.05747
7.062160;13.533574;18.231396;10.06743
5.282292;28.367295;11.680280;0.105242
5.768694;18.006693;13.800407;1.084231
6.981649;17.801559;11.237740;1.981454
7.408299;36.617783;12.928591;0.162143
5.644085;10.282272;18.900012;12.77733
6.528131;36.663779;14.719590;0.110945
9.173604;17.238655;16.478562;9.841225
7.524222;33.225786;10.435414;0.205194
6.861781;39.614544;16.019466;0.108187
6.982650;23.884253;15.290868;0.833554
7.812901;21.913318;12.316409;1.483726
6.752570;11.459284;17.467715;15.68178
6.493914;27.856938;18.916798;0.417572
5.355924;33.179125;14.740901;0.075187
8.756874;31.111009;16.560259;0.775843
7.885962;11.605986;15.298734;24.27624
7.376678;33.177449;10.698277;0.195512
9.796539;35.700612;17.540663;0.742458
7.603648;15.303306;18.328242;8.319693
8.784382;21.721110;10.245310;2.042231
7.586486;29.600813;17.894237;0.576646
9.443998;12.093902;12.507939;34.61959
5.274395;23.485930;18.441830;0.350759
9.528845;15.282887;14.464235;16.27475
7.583627;25.944462;15.462387;0.842313
6.022781;16.310504;12.161439;1.685385
9.404375;16.042382;15.219505;13.38322
8.411118;26.807712;14.382905;1.039736
9.850961;39.128142;19.716838;0.591701
7.762732;22.218986;12.620527;1.401932
6.585624;15.739097;10.654816;2.433515
9.907349;12.281294;11.706164;36.90075
6.978584;31.174028;10.158850;0.190766
5.949653;19.925411;14.717634;0.872952
5.015895;33.041624;15.329294;0.061228
6.948245;27.658157;17.875615;0.531843
5.036393;16.048109;13.959287;1.010058
7.404945;34.068582;11.235831;0.187571
6.979006;13.133899;18.131254;10.76494
9.350500;16.614782;15.708855;11.73405
6.487553;32.761877;12.199479;0.140458
9.390927;14.671806;14.332682;17.90986
5.394430;28.172769;11.326319;0.114051
8.730457;22.854566;11.108796;1.763056
9.640129;20.865628;17.963494;6.096839
6.381408;33.828282;13.122706;0.124511
9.315832;37.205871;19.505584;0.572699
9.478999;39.114258;10.451507;0.269359
9.743485;32.441230;15.473850;0.939436
6.926600;22.079323;14.199683;1.025928
6.910957;19.888411;12.770361;1.388204
8.678792;19.822648;19.190847;5.253522
7.578345;16.780560;19.363683;6.000559
8.593415;28.909069;15.419217;0.898286
9.475674;23.932761;10.337159;1.893051
5.838294;26.273393;19.172341;0.349579
5.494299;34.520763;15.358577;0.074052
7.452805;12.518672;16.773505;15.68831
9.824671;20.673320;17.466205;6.636058
9.621303;33.971768;16.738572;0.803770
7.123756;30.621397;19.500085;0.426945
5.762486;30.430943;12.095656;0.116525
7.673260;34.097644;10.718575;0.205540
9.099049;27.395557;13.398940;1.215952
5.397026;18.145156;14.636052;0.854719
7.905552;19.632024;10.610245;2.079039
9.773986;20.285256;17.308865;6.948659
5.544260;17.931527;14.199164;0.968058
5.340030;10.137501;19.411608;11.13022
6.808629;13.452853;18.684644;9.130398
7.849569;35.557877;11.339447;0.201396
9.971733;39.108867;19.462446;0.614390
7.817533;32.566713;19.409409;0.481586
8.253148;38.688525;12.619387;0.195508
7.296829;28.959233;18.045831;0.543338
8.195558;24.929007;13.561555;1.181426
9.049568;23.921134;11.181620;1.707052
6.543937;10.631364;17.333034;18.52516
9.888716;34.417260;16.500742;0.839209
6.202220;32.116181;12.339681;0.128557
6.706950;19.104633;12.655855;1.433232
9.925376;16.928124;14.767998;12.99541
8.667633;34.366482;18.909055;0.571522
7.924362;27.048819;15.517156;0.852978
5.851775;12.330575;19.850166;7.500033
7.906832;35.916449;11.463968;0.201374
7.329004;35.500734;12.342482;0.167792
8.385170;12.264959;14.739633;23.97189
6.473979;35.992650;14.380475;0.112860
9.177601;16.768231;16.156952;10.79666
6.453945;33.137394;12.517038;0.134890
7.583588;13.529438;17.185782;12.63266
7.580274;23.395262;13.769627;1.131833
7.357703;19.162131;11.392682;1.845675
7.226743;25.993385;16.208770;0.722887
5.725067;12.330935;10.103823;3.497255
6.717667;20.574161;13.614107;1.153960
6.295381;10.777211;17.927379;15.54166
8.333431;14.709410;16.472744;12.63626
6.734577;11.233604;17.353249;16.68967
6.607422;23.543026;15.813841;0.732304
8.771571;29.274343;15.306420;0.920537
9.138969;38.976756;11.039900;0.249402
7.934856;28.988378;16.789207;0.703616
9.077031;26.521446;12.860235;1.315711
6.939224;20.779544;13.307915;1.234188
5.861259;27.255935;19.781439;0.316458
9.325197;18.092035;16.744295;8.801525
6.296586;39.949837;17.373386;0.080573
6.280116;39.003754;16.775604;0.084700
6.788726;12.352259;17.990721;12.22293
8.950362;33.889399;18.025542;0.654858
7.564089;18.101412;10.272763;2.333916
8.622451;28.557140;15.126523;0.937976
7.914353;24.867135;14.082717;1.077742
7.198381;23.693273;14.732087;0.936434
7.094853;36.064461;13.186601;0.147905
9.748899;17.048825;15.201419;12.10209
8.247274;25.064982;13.548773;1.184331
7.490194;22.228707;13.172084;1.266264
5.576548;24.131289;18.267763;0.389449
6.388816;18.020297;12.569232;1.480488
9.070281;21.938878;19.818689;4.314543
6.162429;33.369270;13.254656;0.115547
5.354684;20.315459;16.167605;0.582684
5.265981;32.028439;14.153665;0.077667
7.391459;25.713606;15.692819;0.799614
5.459830;23.404582;18.016727;0.398820
6.026405;22.695140;16.410617;0.609203
6.571762;26.628298;17.942008;0.497281
6.477891;14.354845;19.947448;6.162553
7.754187;23.143922;13.254241;1.245425
8.210506;35.921954;10.860291;0.221591
8.154139;33.183655;19.147493;0.521579
9.594798;18.573155;16.525840;8.765385
7.935379;29.830290;17.349435;0.648718
5.786407;17.951368;13.728099;1.105348
5.732777;15.378104;12.119849;1.744723
8.847331;10.527373;12.656920;46.99495
8.912552;31.551032;16.542251;0.786151
7.045573;18.660513;11.682530;1.769572
8.003807;27.408700;15.598186;0.846403
7.088584;12.315123;17.366247;14.19439
5.193863;36.988896;17.604870;0.051567
7.388875;14.415972;18.166231;9.337178
7.503584;39.247995;14.491496;0.145036
5.019499;35.428026;16.913019;0.051338
8.957822;34.838122;18.643103;0.608620
9.443350;34.294996;17.309965;0.742858
5.028362;12.300112;11.476683;2.388556
8.630214;16.266474;16.917221;9.982224
6.968768;13.525336;18.412688;9.664022
8.048107;25.712229;14.378606;1.029529
5.843238;32.480703;13.300660;0.104454
6.158029;27.102315;19.085486;0.380312
5.218605;15.522729;13.244609;1.261663
9.701290;17.335466;15.487731;11.31124
7.976540;15.607486;17.785244;9.036532
7.580172;18.672919;10.621601;2.149392
8.811050;34.493007;18.706570;0.594894
9.547765;35.065938;17.615096;0.722787
5.401429;13.851353;11.764712;2.027496
8.298793;35.396895;10.333678;0.233358
9.724824;23.321539;19.431378;4.377494
9.802225;34.648909;16.828157;0.804508
9.034539;29.208337;14.736480;1.006289
5.739856;37.967444;17.165252;0.067441
9.409950;24.917756;11.125271;1.686492
9.027654;19.983985;18.600683;5.770742
9.978974;35.036846;16.733281;0.821788
6.411974;15.741905;11.003988;2.257053
6.362076;30.686357;11.066753;0.153021
5.901568;16.521452;12.544499;1.522578
9.334723;33.513950;17.006522;0.764037
5.444621;13.568194;11.489554;2.220031
7.572741;36.722590;12.669577;0.171468
9.300232;15.705174;15.202985;13.92011
8.876418;24.949982;12.213819;1.458740
8.773554;28.953298;15.088425;0.949147
7.851100;21.067464;11.676109;1.678618
5.246481;36.600414;17.240646;0.054819
8.433637;30.875484;17.049716;0.708554
6.016481;29.109586;10.706762;0.146223
5.998042;20.395028;14.933934;0.833619
7.941548;20.361824;11.024787;1.901240
9.509123;10.829509;11.534760;51.03600
9.706080;37.431693;18.875635;0.637279
7.367268;13.441251;17.559631;11.80168
6.996110;16.081341;10.062007;2.685315
9.376193;13.050425;13.281231;26.34247
8.234089;22.494824;11.861705;1.587406
7.809866;12.343881;15.942855;19.01976
8.152605;36.705185;11.498247;0.209267
5.036281;16.034367;13.950350;1.012782
9.364787;36.485094;18.927155;0.613562
6.644144;14.809160;19.917818;6.011949
9.705014;32.011805;15.264508;0.962067
7.363760;28.993584;17.934870;0.557400
5.391639;12.339987;10.776714;2.926031
8.354336;25.207635;13.429751;1.208298
6.763728;11.280551;17.326244;16.67362
5.609549;20.510269;15.787748;0.659469
9.930169;24.854137;10.042420;1.906995
9.464375;39.258150;10.576683;0.266968
8.616388;36.558207;10.472695;0.241528
7.268138;25.580117;15.850469;0.771021
6.067201;37.003885;15.868189;0.086120
8.713384;32.198279;17.372084;0.695580
5.398617;28.912509;11.811106;0.107591
8.585288;30.379725;16.415908;0.781457
5.918373;39.817556;18.041624;0.066262
5.824872;32.385484;13.273912;0.104155
9.202986;26.654188;12.696819;1.345419
9.729072;37.605455;18.945492;0.633878
8.564569;37.892593;11.465924;0.223734
6.114128;14.190454;10.565381;2.712828
9.384948;24.741767;11.057950;1.706211
7.300750;25.001867;15.399744;0.835534
6.783276;12.959715;18.406591;10.28835
5.293102;33.819400;15.293397;0.068974
9.328459;31.776644;15.860845;0.879004
8.372587;34.526193;19.605621;0.506600
7.413840;18.836416;11.063264;1.978623
9.651461;16.933560;15.319452;12.03806
6.744886;22.542022;14.871577;0.889393
8.602108;13.398024;15.061134;19.05363
8.209471;33.981172;19.568506;0.498103
5.865287;10.487085;18.594149;13.54757
9.969936;37.028857;18.079366;0.709390
8.800477;38.759034;11.571736;0.229948
7.867727;14.710785;17.405069;10.60496
6.936473;26.711590;17.268115;0.586416
8.484779;22.609995;11.437105;1.690621
5.419217;13.745663;11.658674;2.099087
6.087372;19.786913;14.349865;0.958958
9.636932;26.090144;11.452898;1.589130
8.503468;16.021347;17.007295;10.05099
6.552106;29.851436;10.130079;0.175841
