Length [m];Hei/Wid [cm];Load [kN/m];Disp [cm]
6.467061;17.397187;11.997337;1.707580
5.656991;11.947751;19.984517;7.481268
9.008015;13.656338;14.421529;20.32546
5.948340;29.010716;10.777130;0.142569
8.598880;28.629474;15.221890;0.924237
6.327219;17.748597;12.511294;1.506435
8.358683;20.895759;10.546473;2.012351
5.112914;28.997026;12.438855;0.090181
6.036283;37.386105;16.184837;0.082620
8.292974;30.208053;16.886088;0.716005
7.266065;36.203590;12.936930;0.157147
5.438203;36.374431;16.706549;0.062798
6.347094;24.860727;17.212963;0.546212
7.928313;28.891574;16.737757;0.708555
6.862365;37.700797;14.742468;0.121318
5.302682;13.759992;11.901298;1.956293
6.733096;28.937105;19.158545;0.419759
8.488448;28.867537;15.601462;0.870347
8.745207;16.491360;16.837160;9.915379
5.828963;22.060807;16.382613;0.596230
6.145543;37.266967;15.886893;0.088217
9.276533;12.183306;12.902472;32.28068
5.478255;28.550147;11.410255;0.115869
7.804944;15.999506;18.389783;7.756853
9.552984;22.919315;19.506909;4.386947
5.801862;24.706309;18.200482;0.413698
8.469233;16.152117;17.162946;9.661513
5.138046;30.267347;13.235473;0.082486
8.269864;35.970408;10.773878;0.225025
7.272312;18.230167;10.942154;2.064960
9.916421;13.707752;12.638992;25.76767
9.113034;18.690088;17.567323;7.395521
9.031265;28.768405;14.449741;1.046865
7.613566;23.642912;13.868143;1.112274
6.522006;16.596679;11.353773;2.017820
6.363531;19.934469;13.895918;1.076278
6.621508;23.476032;15.741005;0.743571
7.477759;12.905603;16.981551;14.25192
8.129397;13.766830;16.252426;14.71388
9.926243;38.397183;19.078969;0.636381
6.636589;36.582657;14.448594;0.117324
8.412964;15.374268;16.756917;11.18858
8.934649;19.571902;18.511970;5.988957
5.146739;31.976609;14.357595;0.072385
8.144170;12.579338;15.431219;20.18439
9.646972;22.632912;19.127998;4.704016
5.528364;10.237650;19.101705;12.09567
7.841897;26.704420;15.452486;0.857445
5.327117;33.466025;14.989782;0.072311
8.511574;18.090278;18.370370;6.706049
6.134805;26.066680;18.441510;0.422873
7.821891;14.475934;17.340175;11.00743
7.496574;39.836202;14.897653;0.139994
6.784897;16.576084;10.814263;2.261983
6.663963;20.772839;13.853966;1.094395
7.190528;15.213881;19.094865;7.097173
5.178737;23.397604;18.574263;0.333372
6.203071;37.656833;16.031747;0.088636
6.395356;16.091401;11.270221;2.095572
7.797018;13.923165;17.021408;12.46533
7.857986;11.596480;15.348348;24.09010
8.220637;30.628412;17.311000;0.670732
6.843051;33.026618;11.664976;0.160896
8.763971;29.155938;15.242683;0.928445
8.376553;26.500301;14.247096;1.060886
8.153031;27.513503;15.369607;0.884279
6.406938;17.606026;12.256808;1.602333
8.733528;11.217815;13.344820;36.49372
6.406306;22.294895;15.383984;0.782690
5.498834;27.766328;10.846550;0.124927
8.681174;30.283960;16.160293;0.814386
9.255337;26.031502;12.176995;1.450673
5.359051;25.100708;19.349036;0.300774
8.818964;18.094177;17.758191;7.463979
9.192374;25.478150;11.934019;1.507505
7.732578;31.892699;19.129976;0.493955
5.341884;32.611404;14.390502;0.077803
5.331516;36.573537;17.052660;0.057970
9.660774;13.420168;12.958564;25.90494
9.906012;10.286403;10.378911;66.43711
5.273498;24.468659;19.098777;0.308240
5.627336;29.447697;11.710460;0.116987
9.810929;36.801322;18.245691;0.688130
9.758289;27.880130;12.403508;1.387858
6.137507;32.163488;12.500644;0.124170
7.094531;39.231818;15.298817;0.122660
6.616460;18.853886;12.669670;1.432665
7.246368;22.192321;13.635478;1.155999
5.949602;12.870073;10.014177;3.406832
9.331478;11.382797;12.258908;41.21161
6.184794;36.536865;15.321655;0.094417
5.418437;25.819199;19.709259;0.286056
6.082403;36.814202;15.711330;0.087904
5.332379;39.843664;19.231018;0.046544
7.068257;36.800703;13.730621;0.139973
8.415952;15.954245;17.137594;9.882069
6.569913;22.347651;15.091941;0.841220
5.170678;30.415964;13.269286;0.083170
6.770187;15.476308;10.110499;2.758497
9.991139;25.065835;10.061612;1.892698
8.240034;15.026886;16.871190;11.35917
6.794836;39.019836;15.756885;0.108694
6.435591;14.409525;10.068502;2.984446
9.828283;15.699697;14.143232;16.17228
9.830401;27.806318;12.210077;1.421990
6.879468;10.035178;16.264515;26.74186
7.462839;29.375226;17.991139;0.559793
8.677610;31.742025;17.139462;0.714674
7.592523;31.097933;18.880244;0.501235
8.931385;28.880140;14.723990;1.004700
6.848644;22.602478;14.704363;0.924742
9.847221;26.824066;11.521603;1.559817
6.542297;34.236665;13.073183;0.130586
6.489344;15.804998;10.891310;2.306476
7.523520;29.454507;17.922631;0.569821
7.230650;22.148782;13.637888;1.155244
8.409708;33.827089;19.065310;0.544077
7.084762;15.146487;19.261468;6.868132
7.626464;36.992451;12.742039;0.172275
6.282022;27.268483;18.948278;0.398990
6.536570;18.659617;12.699937;1.425850
9.160570;35.413705;18.621330;0.622634
7.783926;38.347741;13.330642;0.169399
7.074828;20.912098;13.125076;1.282100
9.314040;31.229463;15.524895;0.916518
8.262736;14.464761;16.451034;13.04297
8.172934;29.217300;16.465665;0.752515
5.026672;25.257044;10.118018;0.118855
6.750706;21.293474;14.027570;1.056991
5.776422;19.523905;14.796425;0.845986
6.162665;19.545048;14.038035;1.034960
5.171206;12.195440;11.121216;2.678754
8.561329;31.097229;16.942161;0.726567
9.669635;28.354333;12.896952;1.300713
6.665978;35.259517;13.507721;0.129287
8.478662;25.448823;13.341892;1.225835
9.191745;25.038173;11.641958;1.576202
9.982646;31.101626;14.102459;1.116341
9.927889;10.073813;10.193431;71.56238
9.258039;32.128310;16.236129;0.835432
9.631692;19.856592;17.307678;7.136602
7.938850;27.111861;15.530208;0.851988
9.653846;31.094388;14.755234;1.022689
7.018217;23.989933;15.290187;0.835737
7.482834;28.780319;17.554545;0.599064
6.337573;19.712799;13.800052;1.099583
8.876140;31.582535;16.636076;0.774695
9.593058;31.009204;14.820019;1.012620
7.808859;20.389157;11.308387;1.813398
9.837607;24.651921;10.092734;1.907412
5.006243;22.127156;18.072284;0.354056
9.485152;17.201164;15.830472;10.89925
7.544214;33.423513;10.527247;0.204308
5.488165;28.207826;11.162221;0.119794
8.454569;16.406218;17.361675;9.118687
9.079464;19.613182;18.249860;6.243304
9.010910;10.672094;12.426243;47.00765
9.360762;33.497427;16.943426;0.771236
5.514243;24.470234;18.618337;0.358973
6.567664;23.341557;15.759043;0.737263
8.706534;20.817878;19.798850;4.513313
7.436167;14.118183;17.873121;10.24408
6.926904;20.448551;13.111892;1.287409
6.816100;21.574028;14.083819;1.046706
7.768720;19.335092;10.685955;2.075382
6.677439;20.407037;13.583147;1.161268
6.285892;35.726838;14.579442;0.104790
6.872662;15.882332;10.176231;2.658331
9.823366;20.545481;17.383590;6.766906
9.044859;14.005684;14.580739;18.88121
8.038905;37.110610;11.995929;0.197576
8.427062;12.725464;14.962851;21.42262
7.156873;15.072674;19.068037;7.219702
8.368425;14.864140;16.505910;12.34803
6.650330;17.411891;11.640600;1.846323
8.597720;31.547755;17.169730;0.707100
9.506724;14.319317;13.866096;20.05558
5.765709;24.357808;18.040455;0.423289
9.591994;32.131779;15.570531;0.922604
7.976467;21.516664;11.724842;1.650587
9.386596;22.882226;19.814958;4.180971
8.579876;38.208096;11.645646;0.221417
7.217814;14.867886;18.809630;7.781557
6.913100;36.641553;13.934836;0.132292
5.770179;37.396749;16.724141;0.071268
6.677514;12.343884;18.207563;11.61113
7.626992;18.771927;10.593968;2.151262
8.073164;12.889403;15.779940;18.08115
6.215066;21.948114;15.535277;0.745528
7.586515;25.646335;15.257861;0.871765
9.467751;24.776729;10.915649;1.734617
9.830983;31.540746;14.698532;1.034878
9.468403;16.631392;15.484121;12.11195
8.360225;26.732256;14.434388;1.029996
5.551505;21.310432;16.437279;0.565326
7.195525;15.738410;19.434557;6.325578
6.011946;16.663311;12.418315;1.568594
7.837746;19.520360;10.671415;2.066846
9.249497;14.654841;14.604232;17.25439
5.805395;18.373282;13.971398;1.038736
5.051682;23.985961;19.220611;0.282957
7.003478;25.700203;16.459845;0.677630
9.769693;20.463723;17.436430;6.747125
8.764000;16.383473;16.727649;10.19999
6.798702;27.541311;18.096804;0.502046
6.579181;19.401692;13.109433;1.292574
7.328279;12.128489;16.762435;16.63473
9.175789;28.559373;14.021337;1.114341
8.837834;20.795935;19.521621;4.744453
9.856848;24.858463;10.191945;1.877595
9.572740;15.293865;14.383763;16.43712
8.245201;26.314286;14.385788;1.034370
9.768768;11.365648;11.372895;46.19563
7.537776;12.953570;16.893495;14.42298
7.181068;10.459331;15.944085;26.37368
5.126659;22.609782;18.153204;0.358765
5.218353;39.250296;19.063491;0.044942
5.013805;23.806997;19.177056;0.282274
6.045921;24.177279;17.359677;0.507099
6.091206;16.991208;12.478392;1.536450
9.050447;11.635111;12.989179;35.39644
8.212727;32.837434;18.799502;0.549477
5.657596;33.934217;14.640954;0.084924
7.236851;34.899146;12.125729;0.167788
9.577107;29.228955;13.665089;1.174643
8.207923;15.569864;17.297397;9.948674
8.958659;36.094072;19.478729;0.552263
8.796648;28.340418;14.633649;1.013260
7.816920;33.553708;10.068631;0.221689
9.454806;11.673481;12.206043;39.09756
7.585775;24.884445;14.751414;0.950358
6.668978;34.798957;13.194681;0.133326
6.516211;19.702968;13.436223;1.198732
8.786599;23.758497;11.599133;1.617430
7.924785;37.530702;12.504232;0.185988
7.383118;37.182023;13.355113;0.155459
8.810183;27.744373;14.209216;1.077667
8.453814;38.484413;12.081982;0.210403
5.114398;19.100242;15.838032;0.607903
9.190998;27.995057;13.614708;1.179612
9.349235;10.215395;11.445127;59.76327
8.451203;30.212554;16.572631;0.757356
9.235330;32.093468;16.258319;0.832006
6.358218;37.089651;15.343332;0.099432
8.013775;20.352470;10.874098;1.947927
6.222550;38.462443;16.529862;0.085059
5.062214;30.175098;13.325637;0.079230
6.930627;13.677822;18.590627;9.127235
6.179157;26.272925;18.490303;0.422847
5.424846;38.700650;18.284074;0.053190
6.977172;16.488113;10.371066;2.477781
5.998141;32.856313;13.241260;0.110246
6.791825;35.343081;13.311738;0.135985
8.158291;37.663633;12.125840;0.199676
6.754948;16.738171;10.982218;2.170761
6.838955;31.148527;10.421109;0.181120
6.345883;31.765985;11.818892;0.140930
7.532842;25.564577;15.310701;0.861239
9.186893;27.154518;13.062559;1.276090
8.590779;21.971447;10.799407;1.881069
7.620522;23.307620;13.630704;1.161660
8.531631;23.788071;12.128786;1.496068
6.358868;35.005665;13.952706;0.113893
9.383029;19.122454;17.315578;7.476279
7.271074;39.974018;15.440531;0.126710
7.903761;20.494908;11.189083;1.844484
6.728990;16.611318;10.949565;2.197055
5.982169;27.607151;19.773762;0.326093
9.612991;15.422868;14.389263;16.16932
9.797950;13.277307;12.588972;27.79014
6.316476;34.865409;13.943988;0.112616
6.764540;10.765883;16.981510;19.70633
9.899407;14.706755;13.339024;20.38605
6.854923;36.182221;13.744969;0.132673
6.741972;16.775813;11.033265;2.144810
5.599244;21.422556;16.416549;0.572136
8.977397;10.743966;12.541183;45.50276
9.299378;36.844566;19.297621;0.584958
9.223077;24.546676;11.251631;1.671537
8.354557;30.766513;17.135228;0.695567
8.145709;25.394766;13.971760;1.103171
7.028032;32.416250;10.888103;0.179944
7.617491;12.067493;16.143346;19.08296
7.392074;34.853058;11.784557;0.178410
7.477634;35.185368;11.834977;0.180622
6.587633;32.028132;11.510155;0.154180
9.877154;39.455875;19.882943;0.583295
8.357920;22.039335;11.310383;1.743533
7.031651;17.020325;10.616915;2.304579
6.085830;16.382175;12.083123;1.715370
6.037235;15.416038;11.536221;2.022237
6.277341;12.179796;18.898515;9.930685
9.266921;21.329895;19.019422;5.048460
6.523619;37.128795;15.038625;0.107502
6.570477;14.687437;19.984005;5.962496
5.817604;26.427324;19.316341;0.339251
7.092334;35.206889;12.619924;0.155585
9.852301;22.971015;18.942741;4.775980
9.087144;37.115633;19.902801;0.534321
5.110013;39.857562;19.685015;0.040172
9.493560;31.851125;15.580296;0.917513
9.080045;12.567947;13.551874;27.48542
7.317636;38.254954;14.201364;0.142435
6.381207;22.995618;15.901331;0.703835
9.108371;13.835241;14.340086;20.05480
5.212632;15.722230;13.389556;1.206490
6.098735;28.149558;19.902236;0.328004
9.936902;39.160860;19.566769;0.605892
6.416319;30.887820;11.092575;0.154573
6.155704;35.315615;14.565670;0.100862
7.861557;30.404561;17.879926;0.596849
7.046505;34.921419;12.521270;0.155393
8.309765;11.017901;14.059070;33.86160
5.832336;36.388005;15.927332;0.078973
5.445070;36.576682;16.827647;0.062185
5.592490;30.891370;12.742601;0.102619
5.914139;21.720578;15.985440;0.655943
8.966794;10.152607;12.168150;55.10649
6.905395;23.937086;15.480601;0.800126
5.683441;17.945886;13.930376;1.045271
8.026608;21.039033;11.306140;1.785190
8.371070;34.571983;19.639183;0.504424
8.950518;20.586826;19.156848;5.099564
8.527161;39.040693;12.306140;0.209477
8.760714;37.861269;11.052751;0.236847
5.039135;32.685613;15.045473;0.063906
7.497619;29.435988;17.962088;0.564683
8.375787;17.577961;18.300399;7.026954
5.284446;31.494785;13.760964;0.081870
5.924368;30.348489;11.716924;0.127429
8.506910;26.215667;13.796624;1.140895
9.125096;27.772951;13.598442;1.181829
5.212234;39.728933;19.394820;0.043372
9.113063;24.689114;11.566616;1.600433
8.860997;38.915388;11.554931;0.232220
9.065664;22.826819;10.419886;1.931823
9.710396;34.161297;16.686739;0.813059
6.236284;29.071876;10.242015;0.162236
8.283704;31.017817;17.444471;0.662566
7.265002;29.463138;18.445421;0.509443
5.488899;13.878574;11.607919;2.116455
9.940252;10.295016;10.316173;66.72938
6.941601;31.151514;10.217808;0.188390
5.875947;21.704710;16.051245;0.643697
8.224273;25.977614;14.203196;1.064290
8.990731;20.494619;19.014951;5.246619
7.967576;11.161896;14.839445;28.68032
8.434585;24.941890;13.092090;1.276715
6.078549;10.552113;18.210977;14.93146
5.977987;23.796066;17.241404;0.512964
9.903465;14.706747;13.330902;20.40710
8.125540;35.054283;10.451775;0.225553
7.946906;39.033929;13.462140;0.173119
8.403703;29.169747;15.972425;0.821160
7.083406;28.818529;18.378875;0.501178
6.122490;37.279141;15.941114;0.087090
5.129527;31.981121;14.395027;0.071572
8.790475;39.214261;11.895224;0.224594
7.620493;25.134349;14.848580;0.936106
9.069236;21.149628;19.294613;4.860690
7.715013;26.286242;15.427468;0.854250
7.722947;20.571597;11.601837;1.717735
9.652456;17.666075;15.805805;10.48990
5.491952;10.539332;19.375651;10.63924
7.648793;19.099948;10.769045;2.063937
8.736461;12.631610;14.281485;24.32808
6.834271;35.192487;13.126450;0.139824
9.196702;26.328786;12.492454;1.386568
6.971339;37.472617;14.372401;0.129021
6.379407;23.749863;16.407762;0.637715
5.882094;36.730074;16.055862;0.079338
9.677855;32.648702;15.743424;0.906953
5.683091;19.134790;14.723679;0.854846
9.640393;34.473948;17.035180;0.777582
5.194542;14.067312;12.322458;1.707800
8.086356;20.744017;10.989967;1.891254
6.429469;13.420469;19.421375;7.620482
8.074571;38.882116;13.105602;0.182407
5.302888;23.063079;18.102944;0.378248
9.769984;27.366650;12.037800;1.457761
7.071559;31.523718;10.206028;0.193249
9.063034;14.494098;14.869997;16.92460
7.297238;17.025848;10.089422;2.536623
9.306459;17.698718;16.519561;9.405064
6.020903;25.641742;18.386022;0.417741
5.381370;31.161384;13.344849;0.089051
6.178190;28.739022;10.136302;0.161948
6.808531;20.559186;13.422395;1.203949
7.029658;35.870585;13.187741;0.145669
7.738507;11.636247;15.613817;22.73693
8.936137;30.845698;16.024859;0.842375
5.919921;34.947036;14.791515;0.091411
8.615792;13.937527;15.393435;16.73623
9.214468;19.868189;18.149857;6.254974
9.549989;13.176896;13.017953;26.73676
7.765951;33.306977;10.006082;0.221051
5.287796;32.628941;14.510369;0.075175
6.449649;30.612183;10.842157;0.159852
8.227154;12.604762;15.282200;20.64909
9.487812;23.346003;19.921712;4.049462
7.156460;25.302132;15.888501;0.758929
8.770874;24.833109;12.346991;1.432442
6.463246;27.469273;18.719690;0.428812
9.699142;26.802250;11.803215;1.508956
5.095893;27.065993;11.185542;0.105315
5.225610;22.058045;17.587477;0.414011
7.442450;25.919493;15.728096;0.797898
8.306513;14.559980;16.426960;12.95754
8.209161;25.102435;13.649967;1.164332
8.997050;18.074512;17.388908;7.951417
9.693021;33.858672;16.519739;0.828098
7.054956;33.099005;11.289424;0.174329
8.487587;26.151181;13.792280;1.141396
7.850509;37.767698;12.810781;0.178973
6.997677;29.625910;19.088585;0.444061
8.651979;21.792144;10.557471;1.954834
5.425709;13.545749;11.512415;2.208291
5.345997;39.967357;19.286244;0.046576
9.471049;24.897590;10.989629;1.715124
7.267423;27.938564;17.424196;0.595742
7.558271;23.892588;14.145183;1.056643
5.025740;24.633301;19.704055;0.255542
7.167044;30.458202;19.304713;0.442345
9.232831;35.836370;18.758584;0.617269
7.443270;32.904164;10.382903;0.203275
9.962172;11.783038;11.264347;42.83961
6.062064;28.711175;10.349990;0.153902
6.468623;39.266601;16.573822;0.091655
5.090404;31.297052;14.017227;0.073678
7.428590;20.760335;12.316376;1.505282
7.798560;28.115077;16.479598;0.728207
9.979820;22.808286;18.579218;5.073577
9.847417;36.277354;17.823402;0.722449
5.815076;39.717076;18.181232;0.062888
7.613523;12.064518;16.149299;19.06906
8.300685;16.690609;17.859036;8.136991
7.599788;27.024825;16.150308;0.753884
7.598096;30.223598;18.286206;0.545596
9.210566;30.632725;15.334019;0.935097
5.795293;13.583697;10.798545;2.665575
7.938920;15.241892;17.616754;9.656424
7.871676;24.179042;13.709342;1.148554
8.599370;35.456751;19.772428;0.511176
8.032608;27.796072;15.798832;0.822270
8.045486;17.777575;19.094078;5.966883
6.881181;37.746694;14.735434;0.121997
7.432334;18.795855;10.999235;2.004050
5.765283;16.169828;12.582654;1.515953
7.216790;30.242280;19.061272;0.461924
5.898010;31.384752;12.460482;0.116451
7.340243;29.761228;18.493667;0.511259
9.941799;32.661584;15.224124;0.975018
6.978600;15.714593;19.852528;5.752103
5.959731;24.666198;17.858004;0.454762
6.929540;39.453416;15.776529;0.112614
7.130721;10.668831;16.184446;24.04404
6.603830;34.374907;13.042278;0.133076
7.230415;31.632903;19.961106;0.407335
7.255872;33.898086;11.420312;0.179348
5.133721;25.282955;19.921195;0.253487
9.163546;33.346869;17.237487;0.733740
5.973827;26.652892;19.154274;0.361453
8.216109;23.262928;12.409733;1.439590
5.780571;14.342099;11.333591;2.228780
6.198490;29.959436;10.909311;0.149600
9.713201;21.050386;17.940522;6.058344
7.207539;36.821651;13.466022;0.148046
7.672511;26.434105;15.611048;0.826817
5.236985;35.703180;16.661482;0.058053
8.696993;22.935301;11.229549;1.730513
6.052191;34.767318;14.407163;0.099245
7.827613;23.322151;13.226209;1.251527
6.135431;19.334631;13.952225;1.055252
8.675756;21.313892;10.191084;2.084746
9.328503;22.696672;19.807442;4.211817
9.686595;39.713546;10.435841;0.275979
